UID,Date,Ticker,Sentiment,Reason
7534,2015-10-12,SBUX,Neutral,The high options trading volume for SBUX does not indicate a clear positive or negative sentiment toward the stock.
7535,2015-10-12,AMGN,Strongly Bullish,AMGN being added to the Zacks Rank #1 (Strong Buy) List indicates a strong positive catalyst for the stock.
7536,2015-10-12,SWKS,Bullish,"The acquisition of PMC-Sierra by SWKS, leading to a significant share price increase for the acquired company, reflects positively on SWKS's growth strategy."
7537,2015-10-13,AMAT,Strongly Bearish,AMAT being added to the Zacks Rank #5 (Strong Sell) List signals a strong negative outlook for the stock.
7538,2015-10-13,KHC,Neutral,The news focuses on Pinnacle Foods' management changes without providing specific positive or negative information about KHC.
7539,2015-10-13,ADI,Neutral,"The summary does not mention ADI specifically, focusing on other companies, thus lacking a clear sentiment for ADI."
7540,2015-10-13,GILD,Slightly Bullish,The mention of GILD as a recommended stock by The Motley Fool suggests a slightly positive sentiment.
7541,2015-10-13,EXPE,Neutral,The news focuses on TripAdvisor's CFO appointment without specific positive or negative implications for EXPE.
7542,2015-10-13,AMGN,Slightly Bearish,The 1.4% price drop for AMGN in trading today indicates a slightly negative sentiment.
7543,2015-10-13,ADBE,Bullish,The introduction of significant updates for Adobe's Document Cloud suggests a positive development for ADBE.
7544,2015-10-13,QRVO,Bearish,QRVO trading down 4.1% indicates a moderately negative sentiment for the stock.
7545,2015-10-13,AMAT,Neutral,"The unchanged stock price for AMAT after hours, despite a 'buy range' recommendation, lacks a clear directional signal."
7546,2015-10-13,CSX,Slightly Bullish,CSX's earnings per share increase despite coal concerns suggests a slightly positive outcome against expectations.
7547,2015-10-13,VRTX,Neutral,The news focuses on drug pricing proposals without specific positive or negative implications for VRTX.
7548,2015-10-13,MU,Bearish,"The title explicitly advises avoiding MU's stock, indicating a negative sentiment despite low valuation."
7549,2015-10-13,CMCSA,Neutral,The news about a new ETF with CMCSA as a top holding lacks a clear positive or negative impact on the stock.
7550,2015-10-13,CMCSA,Neutral,"The discussion of Disney's pricing strategy does not directly impact CMCSA, resulting in a neutral sentiment."
7551,2015-10-13,CMCSA,Neutral,The introduction of new modems by Arris Group mentions CMCSA as a leading cable MSO without specific positive or negative implications.
7552,2015-10-13,CSX,Neutral,The earnings report mention for CSX lacks specific positive or negative details about performance in the summary.
7553,2015-10-13,CSX,Neutral,The mention of CSX in a broader market report lacks specific positive or negative sentiment toward the stock.
7554,2015-10-13,AMGN,Neutral,The news about Osiris Therapeutics' dividend does not provide specific positive or negative information about AMGN.
7555,2015-10-13,COST,Neutral,The news about Bon-Ton Stores' dividend does not provide specific positive or negative information about COST.
7556,2015-10-13,AMGN,Bullish,AMGN being highlighted as a better-ranked stock with a Zacks Rank #1 (Strong Buy) indicates a positive sentiment.
7557,2015-10-13,GILD,Neutral,The news about Osiris Therapeutics' dividend does not provide specific positive or negative information about GILD.
7558,2015-10-13,AMGN,Neutral,The comparison in the study between Otezla and AMGN's Enbrel lacks a clear positive or negative sentiment for AMGN.
7559,2015-10-13,TCOM,Neutral,The news about high trading volume for the China Consumer ETF (CHIQ) lacks specific information or sentiment about TCOM.
7560,2015-10-13,ROST,Bullish,ROST achieving its FY15 expansion target with new store openings and a 3.1% share price increase reflects a positive sentiment.
7561,2015-10-13,SBUX,Neutral,The news item mentions Starbucks in a list of celebrity investments without any specific positive or negative impact on the company.
7562,2015-10-13,SBUX,Bullish,Starbucks launching a delivery service in the Empire State Building indicates innovation and potential revenue growth.
7563,2015-10-13,SBUX,Slightly Bullish,The comparison to Chipotle following Starbucks' lead in creating a CIO position suggests a positive step towards digital expansion.
7564,2015-10-13,SBUX,Slightly Bearish,"The news highlights competitive disadvantages for Dunkin' Brands against Starbucks, but implies Starbucks faces competition, creating slight downside risk."
7565,2015-10-13,SBUX,Neutral,The mention of Starbucks alongside Yum! Brands in a dividend context provides no clear directional impact on Starbucks itself.
7566,2015-10-13,EA,Strongly Bullish,"Electronic Arts' stock jumped 4.7% due to strong response to the upcoming 'Star Wars Battlefront' game, indicating significant positive momentum."
7567,2015-10-13,BIDU,Bearish,"The news highlights challenges for Baidu due to the slowing Chinese economy, suggesting downside risk for investors."
7568,2015-10-13,EBAY,Slightly Bullish,"eBay is positioned as a potential investment opportunity post-PayPal separation, suggesting moderate upside potential."
7569,2015-10-13,PAYX,Neutral,The mention of Paychex in the context of another company's dividend payment offers no specific impact on Paychex itself.
7570,2015-10-13,PAYX,Bullish,"Paychex is highlighted for strong balance sheet and accelerating earnings growth, indicating positive investment potential."
7571,2015-10-13,PAYX,Bullish,Paychex's recovery from a sell-off and nearing a buy point suggests positive momentum despite a prior downgrade.
7572,2015-10-13,BMRN,Bullish,BioMarin's presentation of positive six-month data on vosoritide and ongoing phase III trials indicates strong potential for growth.
7573,2015-10-13,GILD,Slightly Bearish,"The news suggests Gilead's pricing power could be seen negatively if perceived as lacking competition, creating slight downside risk."
7574,2015-10-13,AMGN,Bullish,"Amgen benefits from a competitor's failure in the cholesterol market, reducing competition and suggesting upside potential."
7575,2015-10-13,PEP,Bullish,"Pepsi's strong Q3 performance, beating estimates, and raised full-year guidance indicate positive momentum."
7576,2015-10-13,AMGN,Neutral,The mention of Amgen as a better-ranked stock alongside a CMS rate cut for another company's test provides no direct impact on Amgen.
7577,2015-10-13,AMGN,Neutral,"Amgen is listed as a better-ranked stock in a report about Alexion's positive data, with no specific impact on Amgen itself."
7578,2015-10-13,BIDU,Bearish,Credit Suisse lowering Baidu's price target and concerns over rising costs and sliding profitability suggest downside risk.
7579,2015-10-14,ON,Neutral,The news focuses on broader market declines without specific impact or directional signal for ON Semiconductor.
7580,2015-10-14,TMUS,Slightly Bullish,"T-Mobile's unlimited data plans are positioned favorably compared to larger carriers, suggesting a slight competitive advantage."
7581,2015-10-14,PAYX,Neutral,The declaration of a regular quarterly dividend for Paychex provides no significant positive or negative impact.
7582,2015-10-14,PEP,Slightly Bullish,Pepsi's interest in investing in Chobani indicates potential diversification and growth beyond declining soda sales.
7583,2015-10-14,SBUX,Bullish,Starbucks introducing delivery as a luxurious customization option suggests innovation and potential for increased customer engagement.
7584,2015-10-14,ON,Neutral,"The news lacks specific details about ON Semiconductor, providing no clear directional impact."
7585,2015-10-14,TMUS,Neutral,The news focuses on Microsoft's Lumia phones without any direct impact or mention of T-Mobile.
7586,2015-10-14,ON,Neutral,The mention of ON Semiconductor in a technology sector update lacks specific positive or negative impact on the company.
7587,2015-10-14,GILD,Slightly Bullish,"Gilead is noted as a competitive force in the hepatitis C market, suggesting a slight advantage over rivals like J&J's Olysio."
7588,2015-10-14,CSX,Slightly Bullish,CSX beating earnings estimates despite revenue shortfall and expecting mid-single-digit EPS growth suggests moderate positive outlook.
7589,2015-10-14,AMGN,Bearish,"Amgen's stock dropped 3.6% alongside other key biotech stocks, indicating negative market sentiment."
7590,2015-10-14,DXCM,Bearish,DexCom's shares crossing below the 200-day moving average suggests weakening technical performance and potential downside.
7591,2015-10-14,AMGN,Neutral,The news item mentions Amgen as a better-ranked stock in the healthcare sector but provides no specific positive or negative catalyst for the company.
7592,2015-10-14,AMGN,Slightly Bullish,"The summary highlights Amgen's collaboration in cancer treatment development, suggesting potential upside in its pipeline."
7593,2015-10-14,AMGN,Slightly Bullish,"Amgen is noted as a strong buy with a Zacks Rank #1, indicating positive investor sentiment."
7594,2015-10-14,CHTR,Bearish,"The news reports DISH Network's petition to deny Charter Communications' merger with Time Warner Cable, citing reduced competition and choice, which poses downside risk."
7595,2015-10-14,VRTX,Bearish,"The summary reports a 3.4% drop in Vertex Pharmaceuticals' stock price, indicating negative market sentiment."
7596,2015-10-14,TMUS,Bullish,"T-Mobile US is highlighted as a great pick with a Zacks Rank #2 (Buy), suggesting strong positive potential."
7597,2015-10-14,PYPL,Slightly Bullish,"Paypal Holdings is reported to be performing well with a 2.4% increase in stock price, indicating slight positive momentum."
7598,2015-10-14,CSX,Bearish,"CSX Corporation is noted as trading lower by 2.2%, reflecting negative market performance."
7599,2015-10-14,DISH,Neutral,"The news focuses on DISH Network's petition against a merger, with no direct positive or negative impact on DISH itself."
7600,2015-10-14,EXC,Neutral,"The summary mentions Exelon Corp's past transaction of selling a power plant, with no current positive or negative catalyst for the company."
7601,2015-10-14,INCY,Bullish,Incyte Corporation's positive phase III study results for baricitinib and a Zacks Rank #2 (Buy) suggest strong upside potential.
7602,2015-10-14,BIDU,Bullish,Baidu's $1 billion share buyback program and the suggestion of unlimited stock price potential indicate strong positive sentiment.
7603,2015-10-14,CMCSA,Neutral,The news mentions Comcast's ownership in Hulu without any specific positive or negative impact on the company.
7604,2015-10-14,CMCSA,Slightly Bullish,Comcast's new Watchable service and efforts to transition to next-generation broadcast suggest slight positive innovation potential.
